movieid,tmdbid,Country,Genre,Directors,Writers,Stars,Ratings,Unknownme,Year,Story
1246,tt0112602,USA,Comedy,GregBeeman,"JohnJordan,DannyByers","DanielStern,JonPolito,BradSullivan",5.5,Bushwhacked,1995,"
Max is a delivery guy. As he makes a delivery, he finds out that guy who hired him was using him to move around money and that he is dead. He is afraid the police will think he is the killer and runs for his life. He his forced to pose as a scout leader for a bunch of kids hiking through the mountains as he is chased by the police.                Written by
Steve Richer <sricher@sympatico.ca>            "
1247,tt0109198,USA,Western,JoUnknownthanKaplan,"AlbertS.Ruddy,CharlesFinch","MadeleineStowe,MaryStuartMasterson,AndieMacDowell",5.1,Bad Girls,1994,"
When saloon prostitute Cody Zamora rescues her friend Anita from an abusive customer by killing him, she is sentenced to hang. However, Anita and their two friends Eileen and Lilly rescue Cody and the four make a run for Texas, pursued by Graves and O'Brady, two Pinkerton detectives hired to track them. When Cody withdraws her savings from a Texas bank, the women believe they can now start a new life in Oregon. But Cody's old partner Kid Jarrett takes Cody's money when his gang robs the bank, and so the four so-called ""Honky- Tonk Harlots"" set out to recover the money, with the Pinkertons hot on their trail.                Written by
Jim Beaver <jumblejim@prodigy.net>            "
1248,tt0109297,USA,Thriller,MichaelApted,DaUnknownStevens,"MadeleineStowe,AidanQuinn,JamesRemar",6.2,Blink,1993,"
Emma is an attractive girl in her 20s who has been blind for 20 years. A new type of eye operation partially restores her sight, but she is having problems: sometimes she doesn't ""remember"" what she's seen until later. One night she is awakened by a commotion upstairs. Peering out of her door, she sees a shadowy figure descending the stairs. Convinced that her neighbour has been murdered she approaches the police, only to find that she is unsure if it was just her new eyes playing tricks on her.                Written by
Murray Chapman <muzzle@cs.uq.oz.au>            "
1249,tt0106941,USA,Comedy,BarrySonnenfeld,"MarkRosenthal,LawrenceKonner","MichaelJ.Fox,GabrielleAnwar,AnthonyHiggins",6.1,For Love or Money,1993,"
Doug is a young man who works all day as a concierge at a luxurious hotel, saving money to make his own business. UnfortuUnknowntely, when he finds the fiUnknownncial supporter he needs, he discovers that his ""savior"" is having an affair with the woman he loves. Now, he must choose between money and love.                Written by
Chris Makrozahopoulos <makzax@hotmail.com>            "
1250,tt0112483,USA,Action,PhillipRhee,"BarryGray,DeborahScott","PhillipRhee,ChristopherMcDoUnknownld,GiUnknownGershon",4.8,Best of the Best 3: No Turning Back,1995,"
A martial arts instructor comes to the defense of a schoolteacher who has taken a stand against a local white supremacist organization.            "
1251,tt0117050,France|Georgia|Ukraine|Belgium|Russia|Germany,Comedy,UnknownUnknownDzhordzhadze(asUnknownUnknownDjordjadze),"IrakliKvirikadze,AndréGrall","PierreRichard,NinoKirtadze,MichelinePresle",6.8,Shekvarebuli kuliUnknownris ataserti retsepti,1996,"
The story of Pascal Ichak, a larger-than-life French traveller, bon vivant, and chef, who falls in love with Georgia and a Georgian princess in the early 1920s. All is well until the arrival of the Red Army of the Caucasus, as the Soviet revolution that has swept Russian comes to Georgia. Told as a flashback from the present, as a French-Georgian man whose mother was Pascal's lover translates his memoirs for Pascal's niece.                Written by
Michael C. Berch <mcb@postmodern.com>            "
1252,tt0057345,France|Italy,Drama,Jean-LucGodard,AlbertoMoravia,"BrigitteBardot,JackPalance,MichelPiccoli",7.7,Le mépris,1963,"
Paul Javal is a writer who is hired to make a script for a new movie about Ulysses more commercial, which is to be directed by Fritz Lang and produced by Jeremy Prokosch. But because he let his wife Camille drive with Prokosch and he is late, she believes, he uses her as a sort of present for Prokosch to get get a better payment. So the relationship ends.                Written by
Stephan Eichenberg <eichenbe@fak-cbg.tu-muenchen.de>            "
1253,tt0114666,USA,Thriller,WesleyStrick,MichaelAuerbach,"DarylHanUnknownh,KeithCarradine,MoiraKelly",5,The Tie That Binds,1995,"
John Netherwood and his wife Leann are fugitives who are both wanted for murder. They have a young daughter Unknownmed Janie. John and Leann are in the process of robbing a house when the two residents of the house show up. John kills the two residents and heads back to the car with Leann - only to discover the police waiting for them. John and Leann get away after a cop shoots John, and Janie is placed up for adoption. Janie is soon adopted by southern California carpenter Russell Clifton and his wife DaUnknown - and what they don't know is that they're in for the fight of their lives. John and Leann are trying to locate Janie and will stop at nothing to find her, even if it means killing whoever is in their way. When John and Leann discover that Janie was adopted by Russell and DaUnknown, they plot to kill Russell and DaUnknown and take Janie, but one thing they don't expect is for Russell and DaUnknown to fight back with all they've got, because Russell and DaUnknown are willing to do whatever it takes to hold ...                Written by
Todd Baldridge <sandib@eastky.com>            "
1254,tt0119214,USA,Comedy,ChristopherCain,"JillMazursky,J.J.Abrams","JoePesci,DannyGlover,RosanUnknownArquette",4.7,Gone Fishin',1997,"
Two working-class buddies, Joe and Gus, win a contest and get a free fishing trip. When they arrive, everything goes wrong - hurricanes, stolen car, blow-ups and other catastrophes follow them.                Written by
Anonymous            "
1255,tt0115760,NewZealand,Drama,GregorNicholas,"GregorNicholas,JohanUnknownPigott","AleksandraVujcic,JuliaUnknownrahanga,RadeSerbedzija",6.5,Broken English,1996,"
Ivan is the fierce patriarch of a family of Croatian refugees in Auckland. NiUnknown is his daughter, ready to live on her own, despite his angry objections. Eddie is the Maori she takes as her lover. NiUnknown works at a restaurant where Eddie cooks. For a price, she agrees to marry a Chinese, another restaurant employee, so that he (and his Chinese wife) can establish permanent residency. The money gives her the independence she needs to leave her parents' house and move in with Eddie. Complications arise when Eddie realizes the depth of her father's fury and the strength of NiUnknown's family ties.                Written by
<jhailey@hotmail.com>            "
1256,tt0118964,UK,Drama,DavidHare,"WallaceShawn,WallaceShawn","MikeNichols,MirandaRichardson,DaviddeKeyser",6.1,The DesigUnknownted Mourner,1997,"
Jack and Judy are husband and wife, and Howard is Judys father. They live in some fictioUnknownl undemocratic and repressive country, and tell us a story about their lives, mostly from Jack's point of view.                Written by
Anonymous            "
1257,tt0118964,UK,Drama,DavidHare,"WallaceShawn,WallaceShawn","MikeNichols,MirandaRichardson,DaviddeKeyser",6.1,The DesigUnknownted Mourner,1997,"
Jack and Judy are husband and wife, and Howard is Judys father. They live in some fictioUnknownl undemocratic and repressive country, and tell us a story about their lives, mostly from Jack's point of view.                Written by
Anonymous            "
1258,tt0120373,USA,Comedy|Romance,JoUnknownthanLynn,"SaraBernstein,GregoryBernstein","MichaelRichards,JeffDaniels,CharlizeTheron",5.7,Trial and Error,1997,"
Lawyer Charlie Tuttle is defending his wife's relative Benny Gibbs in a class action fraud suit, but when he gets to the city where court takes place, he gets drunk and the following day, when the hearings begin, his friend, actor Richard Rjetti takes his place posing as Charlie. The bad thing is that Richard doesn't know anything about being a lawyer, and Charlie has to teach him as the court goes on.                Written by
Marcos Eduardo Acosta Aldrete            "
1259,tt0114131,USA,Comedy|Romance,BryanGordon,BryanGordon,"JoshCharles,AnneHeche,JohnGoodman",5.8,Pie in the Sky,1996,"
A whimsical saga of a young man whose two life-consuming passions are unraveling traffic gridlock and an avant-garde dancer. A romantic comedy.                Written by
Anonymous            "
1260,tt0114702,UK|France|Belgium,Drama,AgnieszkaHolland,ChristopherHampton,"LeoUnknownrdoDiCaprio,DavidThewlis,RomaneBohringer",6.6,Total Eclipse,1995,"
In 1871, Paul Verlaine (1844-1896), an established poet, invites boy genius Arthur Rimbaud (1854-1891) to live with Paul and his young pregUnknownnt wife, Mathiltde, in her father's home in Paris. Rimbaud's uncouth behavior disrupts the household as well as the insular society of French poets, but Verlaine finds the youth invigorating. Stewed in absinthe and resentment, Verlaine abuses Mathiltde; he and Rimbaud become lovers and abandon her. There are reconciliations and partings with Mathiltde and partings and reconciliations with Rimbaud, until an 1873 incident with a pistol sends one of them to prison. Codas dramatize the poets' fiUnknownl meeting and last illnesses.                Written by
<jhailey@hotmail.com>            "
1261,tt0114307,Ireland|USA,Drama,PeterYates,"ShaneConUnknownughton,ShaneConUnknownughton","AlbertFinney,MattKeeslar,VictoriaSmurfit",6.2,The Run of the Country,1995,"
In a small village on the border of Northern Ireland and The Republic of Ireland, the relationship between a short tempered policeman and his rebellious son becomes even more strenuous when the young man falls for a ""wrong"" girl.            "
1262,tt0118113,UK|USA|Germany,Romance,NicoleHolofcener,NicoleHolofcener,"CatherineKeener,AnneHeche,AmyBraverman",6.8,Walking and Talking,1996,"
Things have been tough lately for Amelia. Her best friend moved out of the apartment, her cat got cancer, and now her best friend, Laura, is getting married. She copes with things, from the help of Andrew, Frank, Laura, and a brief romance with Bill ""The Ugly Guy""                Written by
Rose Hilburn <Taco@Kosher.Com>            "
1263,tt0116353,USA,Drama,AnnetteHaywood-Carter,"JoyceCarolOates,ElizabethWhite","HedyBurress,AngeliUnknownJolie,JennyLewis",6.2,Foxfire,1996,"
The story of five teeUnknownge girls who form an unlikely bond after beating up a teacher who has sexually harassed them. They build a solid friendship but their wild ways begin to get out of control.                Written by
Josh PasUnknownk <chainsaw@intouch.bc.ca>            "
